Gene,Chromosome,Arm,Start,End,Gene_Length
RANP1,6,p,30485940,30486590,650
HLA-E,6,p,30489509,30494194,4685
LINC02569,6,p,30516266,30519217,2951
GNL1,6,p,30541381,30556489,15108
PRR3,6,p,30557280,30563723,6443
ABCF1,6,p,30571393,30597179,25786
MIR877,6,p,30584332,30584417,85
PPP1R10,6,p,30600413,30618612,18199
MRPS18B,6,p,30617840,30626395,8555
ATAT1,6,p,30626842,30646823,19981
PTMAP1,6,p,30633632,30633956,324
C6orf136,6,p,30647039,30653210,6171
DHX16,6,p,30653119,30673006,19887
PPP1R18,6,p,30676389,30687895,11506
NRM,6,p,30688047,30691420,3373
RPL7P4,6,p,30696806,30697535,729
MDC1,6,p,30699807,30717447,17640
MDC1-AS1,6,p,30703067,30713184,10117
TUBB,6,p,30717435,30725538,8103
FLOT1,6,p,30727709,30742732,15023
IER3-AS1,6,p,30742757,30743638,881
IER3,6,p,30743199,30744548,1349
HCG20,6,p,30743790,30792250,48460
RN7SL353P,6,p,30751038,30751289,251
LINC00243,6,p,30798211,30830659,32448
LINC02570,6,p,30838324,30848204,9880
RN7SKP186,6,p,30864250,30864552,302
DDR1-DT,6,p,30866982,30875918,8936
DDR1,6,p,30876421,30900156,23735
MIR4640,6,p,30890883,30890972,89
GTF2H4,6,p,30908207,30914106,5899
VARS2,6,p,30914205,30926459,12254
SFTA2,6,p,30931353,30955636,24283
MUCL3,6,p,30934523,30954221,19698
HCG21,6,p,30945979,30954862,8883
NAPGP2,6,p,30961403,30962396,993
MUC21,6,p,30983718,30989903,6185
MUC22,6,p,31010474,31035402,24928
HCG22,6,p,31053450,31059890,6440
RNU6-1133P,6,p,31083010,31083109,99
C6orf15,6,p,31111223,31112575,1352
PSORS1C1,6,p,31114750,31140092,25342
CDSN,6,p,31115087,31120446,5359
PSORS1C2,6,p,31137534,31139066,1532
POLR2LP1,6,p,31140727,31140913,186
CCHCR1,6,p,31142439,31158238,15799
TCF19,6,p,31158331,31167159,8828
POU5F1,6,p,31164337,31180731,16394
PSORS1C3,6,p,31173735,31177899,4164
HCG27,6,p,31197760,31203968,6208
HLA-C,6,p,31268749,31272130,3381
USP8P1,6,p,31275572,31278754,3182
RPL3P2,6,p,31280317,31281519,1202
WASF5P,6,p,31287510,31288964,1454
LINC02571,6,p,31293908,31301642,7734
HLA-B,6,p,31353872,31367067,13195
MIR6891,6,p,31355224,31355316,92
DHFRP2,6,p,31360865,31367354,6489
RNU6-283P,6,p,31370134,31370240,106
FGFR3P1,6,p,31377419,31378019,600
ZDHHC20P2,6,p,31380411,31380839,428
HLA-S,6,p,31382074,31382288,214
MICA,6,p,31399784,31415315,15531
LINC01149,6,p,31441667,31446973,5306
HCP5,6,p,31463170,31478936,15766
MICB-DT,6,p,31479973,31494935,14962
MICB,6,p,31494881,31511124,16243
PPIAP9,6,p,31519480,31520291,811
RPL15P4,6,p,31528114,31528693,579
MCCD1,6,p,31528962,31530232,1270
DDX39B,6,p,31530219,31542448,12229
ATP6V1G2-DDX39B,6,p,31530219,31546608,16389
SNORD117,6,p,31536374,31536449,75
SNORD84,6,p,31541101,31541178,77
DDX39B-AS1,6,p,31542304,31543138,834
ATP6V1G2,6,p,31544444,31548427,3983
NFKBIL1,6,p,31546870,31558829,11959
LTA,6,p,31572054,31574324,2270
TNF,6,p,31575565,31578336,2771
LTB,6,p,31580525,31582522,1997
LST1,6,p,31586124,31588909,2785
NCR3,6,p,31588895,31593006,4111
UQCRHP1,6,p,31611083,31611356,273
AIF1,6,p,31615217,31617021,1804
PRRC2A,6,p,31620715,31637771,17056
SNORA38,6,p,31623079,31623210,131
MIR6832,6,p,31633787,31633858,71
BAG6,6,p,31639028,31652705,13677
APOM,6,p,31652416,31658210,5794
C6orf47,6,p,31658298,31660778,2480
C6orf47-AS1,6,p,31658329,31660721,2392
GPANK1,6,p,31661228,31666283,5055
CSNK2B,6,p,31665227,31670343,5116
LY6G5B,6,p,31669976,31673776,3800
LY6G5C,6,p,31676684,31684040,7356
ABHD16A,6,p,31686955,31703356,16401
MIR4646,6,p,31701029,31701091,62
LY6G6F,6,p,31706866,31710679,3813
LY6G6F-LY6G6D,6,p,31706904,31717918,11014
LY6G6E,6,p,31711771,31714065,2294
LY6G6D,6,p,31715348,31717919,2571
MPIG6B,6,p,31718594,31726714,8120
LY6G6C,6,p,31718648,31721746,3098
DDAH2,6,p,31727038,31730617,3579
CLIC1,6,p,31730581,31739763,9182
MSH5,6,p,31739677,31762676,22999
MSH5-SAPCD1,6,p,31740020,31764851,24831
RNU6-850P,6,p,31756951,31757053,102
SAPCD1,6,p,31762656,31764850,2194
SAPCD1-AS1,6,p,31764310,31765588,1278
VWA7,6,p,31765590,31777328,11738
VARS1,6,p,31777518,31795752,18234
LSM2,6,p,31797396,31806966,9570
HSPA1L,6,p,31809619,31815283,5664
HSPA1A,6,p,31815543,31817946,2403
HSPA1B,6,p,31827738,31830254,2516
SNHG32,6,p,31834608,31839766,5158
SNORD48,6,p,31835263,31835326,63
SNORD52,6,p,31837076,31837142,66
NEU1,6,p,31857659,31862905,5246
SLC44A4,6,p,31863192,31879046,15854
EHMT2-AS1,6,p,31877808,31884204,6396
EHMT2,6,p,31879759,31897698,17939
C2,6,p,31897785,31945673,47888
ZBTB12,6,p,31899613,31902086,2473
C2-AS1,6,p,31934474,31941724,7250
CFB,6,p,31945650,31952086,6436
NELFE,6,p,31952087,31959038,6951
MIR1236,6,p,31956839,31956940,101
SKIC2,6,p,31959116,31969818,10702
DXO,6,p,31969810,31972290,2480
STK19,6,p,31971091,31982821,11730
C4A,6,p,31982057,32002681,20624
C4A-AS1,6,p,31999976,32003521,3545
CYP21A1P,6,p,32005689,32008399,2710
TNXA,6,p,32008614,32012472,3858
STK19B,6,p,32013270,32013787,517
C4B,6,p,32014795,32035418,20623
C4B-AS1,6,p,32032713,32036258,3545
CYP21A2,6,p,32038327,32041644,3317
TNXB,6,p,32041153,32115334,74181
RNA5SP206,6,p,32078508,32078628,120
ATF6B,6,p,32115264,32128253,12989
FKBPL,6,p,32128707,32130288,1581
PRRT1,6,p,32148359,32153083,4724
PPT2,6,p,32153441,32163678,10237
PPT2-EGFL8,6,p,32153845,32171978,18133
EGFL8,6,p,32164595,32168281,3686
AGPAT1,6,p,32168212,32178096,9884
MIR6721,6,p,32170030,32170116,86
RNF5,6,p,32178405,32180793,2388
MIR6833,6,p,32179816,32179876,60
AGER,6,p,32180968,32184322,3354
PBX2,6,p,32184733,32190202,5469
GPSM3,6,p,32190766,32195523,4757
NOTCH4,6,p,32194843,32224067,29224
TSBP1-AS1,6,p,32254640,32407763,153123
TSBP1,6,p,32288526,32371907,83381
HNRNPA1P2,6,p,32325219,32326178,959
RNU6-603P,6,p,32352877,32352983,106
BTNL2,6,p,32393339,32407181,13842
HLA-DRA,6,p,32439878,32445046,5168
HLA-DRB9,6,p,32459821,32473500,13679
HLA-DRB5,6,p,32517353,32530287,12934
RNU1-61P,6,p,32549940,32550090,150
HLA-DRB6,6,p,32553046,32558186,5140
HLA-DRB1,6,p,32577902,32589848,11946
HLA-DQA1,6,p,32628179,32647062,18883
HLA-DQB1,6,p,32659467,32668383,8916
HLA-DQB1-AS1,6,p,32659880,32660729,849
MTCO3P1,6,p,32706124,32706955,831
HLA-DQB3,6,p,32730758,32731695,937
HLA-DQA2,6,p,32741391,32747198,5807
MIR3135B,6,p,32749912,32749979,67
HLA-DQB2,6,p,32756098,32763532,7434
HLA-DOB,6,p,32812763,32820466,7703
TAP2,6,p,32821833,32838739,16906
PSMB8,6,p,32840717,32844679,3962
PSMB8-AS1,6,p,32844078,32846500,2422
PSMB9,6,p,32844136,32859851,15715
TAP1,6,p,32845209,32853816,8607
PPP1R2P1,6,p,32879171,32879848,677
HLA-Z,6,p,32896416,32896490,74
HLA-DMB,6,p,32934629,32941028,6399
HLA-DMA,6,p,32948613,32969094,20481
BRD2,6,p,32968594,32981505,12911
HLA-DOA,6,p,33004182,33009591,5409
HLA-DPA1,6,p,33064569,33080775,16206
HLA-DPB1,6,p,33075990,33089696,13706
RPL32P1,6,p,33079451,33079860,409
HLA-DPA2,6,p,33091753,33097295,5542
COL11A2P1,6,p,33103794,33107330,3536
HLA-DPB2,6,p,33112516,33129084,16568
HLA-DPA3,6,p,33131216,33143325,12109
HCG24,6,p,33144783,33147767,2984
COL11A2,6,p,33162681,33192499,29818
RXRB,6,p,33193588,33200665,7077
RNY4P10,6,p,33199601,33199696,95
SLC39A7,6,p,33200305,33204439,4134
HSD17B8,6,p,33204655,33206831,2176
MIR219A1,6,p,33207835,33207944,109
RING1,6,p,33208500,33212722,4222
ZNF70P1,6,p,33215705,33216328,623
HTATSF1P1,6,p,33237799,33239690,1891
HCG25,6,p,33249534,33255167,5633
VPS52,6,p,33250272,33272047,21775
RPS18,6,p,33272075,33276511,4436
B3GALT4,6,p,33277123,33284832,7709
WDR46,6,p,33279108,33289247,10139
MIR6873,6,p,33287227,33287289,62
PFDN6,6,p,33289302,33298401,9099
MIR6834,6,p,33290245,33290325,80
RGL2,6,p,33291654,33298942,7288
TAPBP,6,p,33299694,33314284,14590
ZBTB22,6,p,33314406,33317942,3536
DAXX,6,p,33318558,33323016,4458
SMIM40,6,p,33323628,33329279,5651
MYL12BP3,6,p,33338978,33339495,517
LYPLA2P1,6,p,33365548,33366243,695
RPL35AP4,6,p,33389374,33389475,101
KIFC1,6,p,33391823,33409896,18073
RPL12P1,6,p,33400059,33400556,497
PHF1,6,p,33410399,33416453,6054
CUTA,6,p,33416442,33418317,1875
SYNGAP1,6,p,33419661,33453689,34028
SYNGAP1-AS1,6,p,33437363,33454453,17090
MIR5004,6,p,33438331,33438437,106
ZBTB9,6,p,33453970,33457544,3574
GGNBP1,6,p,33540046,33589026,48980
RN7SL26P,6,p,33540694,33541000,306
BAK1,6,p,33572547,33580293,7746
LINC00336,6,p,33586104,33593338,7234
ITPR3,6,p,33620365,33696574,76209
UQCC2,6,p,33694293,33711727,17434
MIR3934,6,p,33698128,33698234,106
IP6K3,6,p,33721662,33746905,25243
LEMD2,6,p,33771202,33789130,17928
MLN,6,p,33794673,33804003,9330
LINC01016,6,p,33867506,33896916,29410
MIR7159,6,p,33899135,33899200,65
MIR1275,6,p,33999972,34000051,79
GRM4,6,p,34018643,34155622,136979
KRT18P9,6,p,34189780,34191079,1299
CYCSP55,6,p,34219439,34220066,627
HMGA1,6,p,34236873,34246231,9358
MIR6835,6,p,34240673,34240736,63
SMIM29,6,p,34246381,34249108,2727
RPL35P2,6,p,34263311,34263673,362
NUDT3,6,p,34279679,34392669,112990
RPS10-NUDT3,6,p,34284887,34426071,141184
RPS10,6,p,34417454,34426069,8615
PACSIN1,6,p,34466061,34535229,69168
SPDEF,6,p,34537802,34556333,18531
IFITM3P3,6,p,34576258,34576656,398
ILRUN,6,p,34587288,34696859,109571
RPL7P25,6,p,34616538,34617258,720
RN7SL200P,6,p,34685355,34685642,287
ILRUN-AS1,6,p,34696317,34697478,1161
SNRPC,6,p,34757505,34773857,16352
BLTP3A,6,p,34792083,34877514,85431
RNY3P15,6,p,34873831,34873927,96
TAF11,6,p,34877462,34889192,11730
ANKS1A,6,p,34889255,35091406,202151
HSPE1P11,6,p,35023522,35023831,309
TCP11,6,p,35118071,35148610,30539
SCUBE3,6,p,35213956,35253079,39123
ZNF76,6,p,35258909,35295985,37076
DEF6,6,p,35297818,35321771,23953
PPARD,6,p,35342558,35428191,85633
MKRN6P,6,p,35443044,35449847,6803
FANCE,6,p,35452338,35467104,14766
RPL10A,6,p,35468401,35470785,2384
MIR7111,6,p,35470508,35470579,71
TEAD3,6,p,35473597,35497079,23482
TULP1,6,p,35497874,35512896,15022
FKBP5,6,p,35573585,35728583,154998
RPL36P9,6,p,35607628,35607934,306
MIR5690,6,p,35664717,35664789,72
ARMC12,6,p,35737032,35749079,12047
CLPSL2,6,p,35776594,35779552,2958
CLPSL1,6,p,35781019,35793675,12656
CLPS,6,p,35794982,35797344,2362
LHFPL5,6,p,35797206,35845397,48191
SRPK1,6,p,35832966,35921342,88376
SLC26A8,6,p,35943516,36024868,81352
DPRXP2,6,p,35989515,35991374,1859
MAPK14,6,p,36027782,36111236,83454
MAPK13,6,p,36127809,36144524,16715
BRPF3-AS1,6,p,36146698,36197205,50507
BRPF3,6,p,36196744,36232790,36046
PNPLA1,6,p,36243203,36313955,70752
BNIP5,6,p,36315761,36336888,21127
ETV7,6,p,36354091,36387800,33709
ETV7-AS1,6,p,36386831,36393462,6631
PXT1,6,p,36390551,36442854,52303
KCTD20,6,p,36442767,36491143,48376
RN7SL502P,6,p,36450912,36451201,289
STK38,6,p,36493892,36547479,53587
RN7SL748P,6,p,36522191,36522501,310
SRSF3,6,p,36594353,36605600,11247
MIR3925,6,p,36622436,36622512,76
RNU1-88P,6,p,36639545,36639672,127
PANDAR,6,p,36673621,36675126,1505
LAP3P2,6,p,36673817,36675270,1453
CDKN1A,6,p,36676460,36687337,10877
DINOL,6,p,36677609,36678559,950
RAB44,6,p,36697826,36733184,35358
CPNE5,6,p,36740775,36839444,98669
PPIL1,6,p,36854827,36874803,19976
C6orf89,6,p,36871870,36928964,57094
PI16,6,p,36948263,36964837,16574
MTCH1,6,p,36965807,36986298,20491
FGD2,6,p,37005646,37029069,23423
COX6A1P2,6,p,37044860,37045189,329
RPL12P2,6,p,37091314,37091806,492
PIM1,6,p,37170152,37175428,5276
TMEM217,6,p,37212180,37258155,45975
TMEM217B,6,p,37212181,37258144,45963
TBC1D22B,6,p,37257772,37332970,75198
RNF8,6,p,37353979,37394734,40755
RN7SL273P,6,p,37361185,37361483,298
CMTR1,6,p,37433219,37482827,49608
CCDC167,6,p,37482938,37499893,16955
LINC02520,6,p,37507348,37536266,28918
MIR4462,6,p,37555365,37555422,57
MDGA1,6,p,37630679,37699306,68627
ZFAND3-DT,6,p,37815777,37819218,3441
ZFAND3,6,p,37819727,38154624,334897
RN7SL285P,6,p,37832922,37833185,263
RNVU1-33,6,p,37915573,37915742,169
BTBD9,6,p,38168451,38640148,471697
BTBD9-AS1,6,p,38481692,38482531,839
TFGP1,6,p,38587323,38588529,1206
GLO1,6,p,38675925,38703145,27220
DNAH8-DT,6,p,38714051,38715217,1166
DNAH8,6,p,38715311,39030792,315481
RN7SL465P,6,p,38744086,38744386,300
DNAH8-AS1,6,p,38923029,38953099,30070
GLP1R,6,p,39048781,39091303,42522
SAYSD1,6,p,39104063,39115193,11130
ANKRD18EP,6,p,39110321,39112952,2631
KCNK5,6,p,39188971,39229475,40504
KCNK17,6,p,39299001,39314461,15460
KCNK16,6,p,39314698,39322968,8270
KIF6,6,p,39329990,39725408,395418
E2F4P1,6,p,39553811,39554943,1132
RNU1-54P,6,p,39620345,39620464,119
DAAM2,6,p,39792298,39904877,112579
DAAM2-AS1,6,p,39881804,39900071,18267
MOCS1,6,p,39899578,39934551,34973
TUBBP9,6,p,39934595,40000527,65932
TDRG1,6,p,40334775,40387590,52815
LINC00951,6,p,40344346,40387194,42848
LRFN2,6,p,40391591,40587364,195773
RNU6-250P,6,p,40407853,40407955,102
UNC5CL,6,p,41026895,41039221,12326
OARD1,6,p,41033627,41097787,64160
TSPO2,6,p,41042467,41044337,1870
APOBEC2,6,p,41053202,41064891,11689
NFYA,6,p,41072974,41102403,29429
ADCY10P1,6,p,41101022,41138727,37705
TREML1,6,p,41149337,41154347,5010
TREM2,6,p,41158506,41163186,4680
TREML2,6,p,41189749,41201149,11400
TREML3P,6,p,41209634,41217947,8313
TREML4,6,p,41228339,41238882,10543
RNA5SP207,6,p,41239520,41239626,106
TREML5P,6,p,41247369,41249649,2280
TREM1,6,p,41267926,41286682,18756
RNU6-643P,6,p,41302466,41302572,106
RPL32P15,6,p,41308166,41308565,399
NCR2,6,p,41335608,41350889,15281
FOXP4-AS1,6,p,41452889,41548621,95732
LINC01276,6,p,41499033,41519852,20819
FOXP4,6,p,41546381,41602384,56003
MIR4641,6,p,41598723,41598788,65
MDFI,6,p,41636882,41654244,17362
NPM1P51,6,p,41666906,41667649,743
TFEB,6,p,41683978,41736259,52281
PGC,6,p,41736711,41754109,17398
FRS3,6,p,41770176,41786542,16366
PRICKLE4,6,p,41780782,41787452,6670
TOMM6,6,p,41787662,41789898,2236
USP49,6,p,41789896,41895375,105479
MED20,6,p,41905354,41921139,15785
BYSL,6,p,41921499,41933046,11547
CCND3,6,p,41934934,42050357,115423
RNU6-761P,6,p,42018408,42018514,106
TAF8,6,p,42050513,42087461,36948
C6orf132,6,p,42092233,42142620,50387
GUCA1ANB,6,p,42155406,42163418,8012
GUCA1A,6,p,42173364,42181338,7974
GUCA1B,6,p,42183284,42194956,11672
MRPS10,6,p,42206807,42217861,11054
TRERF1,6,p,42224931,42452051,227120
RPL36AP5,6,p,42499710,42500022,312
UBR2,6,p,42564029,42693505,129476
RNU6-890P,6,p,42664162,42664268,106
PRPH2,6,p,42696598,42722597,25999
ATP6V0CP3,6,p,42727234,42727700,466
TBCC,6,p,42744498,42746103,1605
BICRAL,6,p,42746958,42868558,121600
RPL7L1,6,p,42879616,42889925,10309
C6orf226,6,p,42890265,42890821,556
PTCRA,6,p,42915989,42925838,9849
CNPY3,6,p,42929480,42939294,9814
LINC02976,6,p,42940364,42948360,7996
RPL24P4,6,p,42956345,42956765,420
GNMT,6,p,42960754,42963880,3126
PEX6,6,p,42963865,42979181,15316
PPP2R5D,6,p,42984553,43012342,27789
MEA1,6,p,43011143,43016868,5725
KLHDC3,6,p,43014103,43021298,7195
RRP36,6,p,43021623,43034156,12533
RN7SL403P,6,p,43036196,43036500,304
CUL7,6,p,43037617,43053943,16326
KLC4,6,p,43040777,43075095,34318
MRPL2,6,p,43054029,43059438,5409
KLC4-AS1,6,p,43074331,43074739,408
PTK7,6,p,43076307,43161719,85412
SRF,6,p,43171269,43181506,10237
CUL9,6,p,43182184,43224587,42403
DNPH1,6,p,43225629,43229481,3852
TTBK1,6,p,43243481,43288258,44777
SLC22A7,6,p,43295694,43305538,9844
CRIP3,6,p,43299710,43308826,9116
ZNF318,6,p,43307134,43369647,62513
RPL12P47,6,p,43310231,43310357,126
RPS2P28,6,p,43363479,43364219,740
ABCC10,6,p,43427366,43450427,23061
MIR6780B,6,p,43434542,43434620,78
DLK2,6,p,43450352,43456632,6280
RNU6-1113P,6,p,43474186,43474292,106
TJAP1,6,p,43477523,43506556,29033
LRRC73,6,p,43506968,43510346,3378
POLR1C,6,p,43509702,43562419,52717
YIPF3,6,p,43511832,43516985,5153
XPO5,6,p,43522334,43576038,53704
POLH,6,p,43576185,43620523,44338
POLH-AS1,6,p,43588230,43591362,3132
GTPBP2,6,p,43605316,43629264,23948
MAD2L1BP,6,p,43629540,43640941,11401
RSPH9,6,p,43645036,43672600,27564
MRPS18A,6,p,43671202,43687791,16589
VEGFA,6,p,43770184,43786487,16303
LINC02537,6,p,43844878,43852317,7439
LINC01512,6,p,43891045,43938212,47167
SCIRT,6,p,43931572,44074655,143083
LINC03040,6,p,44000580,44007612,7032
MRPL14,6,p,44113451,44127452,14001
TMEM63B,6,p,44126914,44155519,28605
CAPN11,6,p,44158811,44184401,25590
RN7SL811P,6,p,44209766,44210063,297
MYMX,6,p,44216926,44218234,1308
SLC29A1,6,p,44219553,44234142,14589
HSP90AB1,6,p,44246166,44253888,7722
SLC35B2,6,p,44254096,44257890,3794
MIR4647,6,p,44254206,44254285,79
NFKBIE,6,p,44258166,44265788,7622
TMEM151B,6,p,44270450,44307506,37056
TCTE1,6,p,44278734,44297698,18964
AARS2,6,p,44298731,44313347,14616
SPATS1,6,p,44342650,44380179,37529
CDC5L,6,p,44387706,44450425,62719
MIR4642,6,p,44435641,44435722,81
SUPT3H,6,p,44809317,45377953,568636
NUDT19P4,6,p,44898711,44899295,584
RBM22P4,6,p,45098021,45099260,1239
MIR586,6,p,45197674,45197770,96
RUNX2,6,p,45328157,45664349,336192
RUNX2-AS1,6,p,45573346,45576770,3424
CLIC5,6,p,45880827,46080348,199521
RNU6-754P,6,p,46018745,46018851,106
ENPP4,6,p,46129989,46146688,16699
ENPP5,6,p,46159185,46170980,11795
ACTG1P9,6,p,46204729,46207386,2657
RCAN2,6,p,46220736,46491972,271236
RPL36P10,6,p,46438310,46438619,309
RCAN2-DT,6,p,46492052,46606162,114110
CYP39A1,6,p,46549580,46652830,103250
SLC25A27,6,p,46652915,46678190,25275
TDRD6-AS1,6,p,46670444,46688165,17721
TDRD6,6,p,46687875,46704319,16444
PLA2G7,6,p,46704201,46735693,31492
ANKRD66,6,p,46746933,46759506,12573
MEP1A,6,p,46793389,46839778,46389
ADGRF5,6,p,46852522,46954943,102421
ADGRF5-AS1,6,p,46903471,46909078,5607
ADGRF1,6,p,46997708,47042350,44642
TNFRSF21,6,p,47231532,47309905,78373
B3GNTL1P2,6,p,47368943,47369230,287
CD2AP-DT,6,p,47477208,47478160,952
CD2AP,6,p,47477789,47627263,149474
ADGRF2,6,p,47656487,47695192,38705
ADGRF4,6,p,47685864,47722021,36157
RN7SKP116,6,p,47715283,47715601,318
OPN5,6,p,47781982,47832780,50798
RNU1-105P,6,p,47823390,47823550,160
PTCHD4,6,p,47856673,48111197,254524
HNRNPA3P4,6,p,48149203,48150005,802
RBMXP1,6,p,48213604,48214794,1190
RNU7-65P,6,p,49344800,49344861,61
EEF1A1P42,6,p,49358185,49360420,2235
MMUT,6,p,49430360,49463253,32893
CENPQ,6,p,49463370,49493107,29737
GLYATL3,6,p,49499923,49528078,28155
C6orf141,6,p,49550666,49561907,11241
CYP2AC1P,6,p,49565924,49580166,14242
RHAG,6,p,49605175,49636839,31664
CRISP2,6,p,49692358,49713590,21232
CRISP3,6,p,49727376,49744437,17061
PGK2,6,p,49785660,49787285,1625
CRISP1,6,p,49834257,49877096,42839
DEFB133,6,p,49946101,49949444,3343
DEFB114,6,p,49960249,49964164,3915
DEFB113,6,p,49968677,49969625,948
DEFB110,6,p,50009138,50021994,12856
DEFB112,6,p,50042099,50049929,7830
TFAP2D,6,p,50713526,50773033,59507
TFAP2B,6,p,50818723,50847619,28896
RPS17P5,6,p,50857255,50857662,407
FTH1P5,6,p,50912712,50913256,544
PKHD1,6,p,51615299,52087613,472314
RN7SL580P,6,p,51975673,51975959,286
MIR206,6,p,52144349,52144434,85
LINCMD1,6,p,52146814,52151119,4305
MIR133B,6,p,52148923,52149041,118
IL17A,6,p,52186375,52190638,4263
IL17F,6,p,52236681,52245689,9008
SLC25A20P1,6,p,52246460,52247362,902
MCM3,6,p,52264014,52284881,20867
PAQR8,6,p,52361421,52407777,46356
EFHC1,6,p,52362123,52529886,167763
TRAM2,6,p,52497408,52577060,79652
TRAM2-AS1,6,p,52576787,52643058,66271
TMEM14A,6,p,52671113,52686588,15475
GSTA8P,6,p,52687930,52703825,15895
SREK1IP1P2,6,p,52688661,52688998,337
GSTA7P,6,p,52739590,52744656,5066
GSTA2,6,p,52750087,52763475,13388
GSTA12P,6,p,52765280,52778347,13067
GSTA1,6,p,52791371,52803860,12489
GSTA6P,6,p,52805613,52813460,7847
GSTA5,6,p,52831655,52840843,9188
GSTA11P,6,p,52847910,52870329,22419
GSTA10P,6,p,52873014,52885254,12240
GSTA3,6,p,52896639,52909698,13059
GSTA9P,6,p,52939906,52957521,17615
GSTA4,6,p,52977948,52995304,17356
RN7SK,6,p,52995621,52995948,327
CILK1,6,p,53001279,53061824,60545
FBXO9,6,p,53051991,53100873,48882
RN7SL244P,6,p,53090961,53091257,296
GCM1,6,p,53126961,53148841,21880
RNU6-464P,6,p,53153795,53153898,103
SOD1P1,6,p,53196720,53197159,439
RNU1-136P,6,p,53219261,53219424,163
HMGB1P20,6,p,53235621,53236297,676
ELOVL5,6,p,53267398,53349179,81781
MIR5685,6,p,53276993,53277071,78
RPS16P5,6,p,53336943,53337346,403
RPL31P28,6,p,53354715,53355065,350
RPL31P33,6,p,53368670,53369009,339
RPA3P2,6,p,53378503,53378861,358
RN7SKP256,6,p,53415294,53415607,313
NANOGP3,6,p,53418452,53418737,285
GCLC,6,p,53497341,53616970,119629
LINC01564,6,p,53616471,53707024,90553
KLHL31,6,p,53647916,53665756,17840
LRRC1,6,p,53794497,53924125,129628
MLIP,6,p,53929982,54266280,336298
MLIP-AS1,6,p,53978549,54079726,101177
MLIP-IT1,6,p,53998890,54007152,8262
ERHP2,6,p,54016479,54016777,298
TINAG,6,p,54307859,54390142,82283
TINAG-AS1,6,p,54365335,54369971,4636
CLNS1AP1,6,p,54485169,54485850,681
RPL10P10,6,p,54602487,54603150,663
RPSAP44,6,p,54624605,54625488,883
KRASP1,6,p,54770583,54771134,551
RNU6-1023P,6,p,54786387,54786492,105
FAM83B,6,p,54846771,54945099,98328
HCRTR2,6,p,55106460,55282617,176157
GFRAL,6,p,55327469,55402493,75024
HMGCLL1,6,p,55434373,55579197,144824
BMP5,6,p,55753653,55875590,121937
NPM1P36,6,p,55939790,55940624,834
COL21A1,6,p,56056590,56394094,337504
DHFRP6,6,p,56276529,56276796,267
RCC2P7,6,p,56431950,56433213,1263
DST,6,p,56457987,56954830,496843
DST-AS1,6,p,56843928,56864078,20150
RPL17P26,6,p,56871191,56871743,552
RNU6-626P,6,p,56945730,56945836,106
BEND6,6,p,56955107,57027346,72239
OSTCP6,6,p,56975606,56976062,456
FTH1P15,6,p,57004520,57004799,279
MRPL30P1,6,p,57029521,57029988,467
KIAA1586,6,p,57046532,57055239,8707
ZNF451,6,p,57086844,57170305,83461
ZNF451-AS1,6,p,57114894,57174236,59342
BAG2,6,p,57172326,57189833,17507
RAB23,6,p,57186992,57222307,35315
PRIM2,6,p,57314805,57646850,332045
MIR548U,6,p,57390132,57390212,80
GUSBP4,6,p,57919784,57930291,10507
POM121L14P,6,p,57937458,57939015,1557
LINC00680,6,p,57959029,57961345,2316
GAPDHP15,6,p,57967687,57968661,974
RBBP4P4,6,p,58119741,58121029,1288
PRIM2BP,6,q,60281444,60544955,263511
GAPDHP41,6,q,60719222,60720196,974
RBBP4P3,6,q,60873360,60874642,1282
KHDRBS2-OT1,6,q,61630233,61681049,50816
KHDRBS2,6,q,61679961,62286225,606264
DHFRP5,6,q,62460940,62461503,563
FKBP1C,6,q,63211446,63213024,1578
SPTLC1P3,6,q,63227485,63227743,258
LGSN,6,q,63275951,63319983,44032
EEF1B2P5,6,q,63480134,63481876,1742
PTP4A1,6,q,63521746,63583588,61842
RPL7AP34,6,q,63548708,63549508,800
RPL9P18,6,q,63615827,63616361,534
PHF3,6,q,63635802,63779336,143534
EYS,6,q,63719980,65707226,1987246
SCAT8,6,q,63805797,63822699,16902
GCNT1P4,6,q,63857441,63857769,328
HNRNPDP2,6,q,64631205,64631682,477
ZC3H11C,6,q,65301476,65306574,5098
SLC25A51P1,6,q,65788417,65789287,870
ADH5P4,6,q,65836930,65838039,1109
NUFIP1P1,6,q,66093431,66094909,1478
RNU7-66P,6,q,66728843,66728904,61
RNA5SP208,6,q,67467231,67467308,77
RNU6-280P,6,q,67546651,67546754,103
LINC02549,6,q,68226972,68329899,102927
ADGRB3-DT,6,q,68627879,68635169,7290
ADGRB3,6,q,68635282,69390571,755289
LMBRD1,6,q,69672757,69867236,194479
NPM1P37,6,q,69705287,69706160,873
GAPDHP42,6,q,69745871,69746851,980
COL19A1,6,q,69866556,70212468,345912
RPL37P15,6,q,70098390,70098676,286
COL9A1,6,q,70216040,70303084,87044
LINC01610,6,q,70394880,70403117,8237
